"I listen to music while eating.","<ruby>音楽<rp>(</rp><rt>おんがく</rt><rp>)</rp></ruby>を<ruby>聴<rp>(</rp><rt>き</rt><rp>)</rp></ruby>きながら<ruby>食事<rp>(</rp><rt>しょくじ</rt><rp>)</rp></ruby>します。","<table><tr><td class=""syntax-component"">V₁</td><td class=""syntax-component"">ます-form</td><td class=""syntax-component"">ながら</td><td class=""syntax-component"">V₂</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This sentence pattern indicates that someone performing an action indicated by V1 is simultaneously performing a separate action indiated by V2, where V2 indicates the main action.","lesson-28-sentence sentence"
"I'm working while studying Japanese.","<ruby>働<rp>(</rp><rt>はたら</rt><rp>)</rp></ruby>きながら<ruby>日本語<rp>(</rp><rt>にほんご</rt><rp>)</rp></ruby>を<ruby>勉強<rp>(</rp><rt>べんきょう</rt><rp>)</rp></ruby>しています。","<table><tr><td class=""syntax-component"">V₁</td><td class=""syntax-component"">ます-form</td><td class=""syntax-component"">ながら</td><td class=""syntax-component"">V₂</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This sentence pattern indicates that someone performing an action indicated by V1 is simultaneously performing a separate action indiated by V2, where V2 indicates the main action.","lesson-28-sentence sentence"
"I go jogging every morning.","<ruby>毎朝<rp>(</rp><rt>まいあさ</rt><rp>)</rp></ruby>ジョギングをしています。","<table><tr><td class=""syntax-component"">Vて-form</td><td class=""syntax-component"">います</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","As well as indicating what someone is doing now, this sentence pattern can also be used to indicate a habitual behavior. Such a behavior is taking place in the past is indicated by Vて-form　いました。","lesson-28-sentence sentence"
"When was a child, I used to go to bed at eight every evening","<ruby>子供<rp>(</rp><rt>こども</rt><rp>)</rp></ruby>の<ruby>時<rp>(</rp><rt>とき</rt><rp>)</rp></ruby>、<ruby>毎晩<rp>(</rp><rt>まいばん</rt><rp>)</rp></ruby>８<ruby>時<rp>(</rp><rt>じ</rt><rp>)</rp></ruby>に<ruby>寝<rp>(</rp><rt>ね</rt><rp>)</rp></ruby>ていました。","<table><tr><td class=""syntax-component"">Vて-form</td><td class=""syntax-component"">います</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","As well as indicating what someone is doing now, this sentence pattern can also be used to indicate a habitual behavior. Such a behavior is taking place in the past is indicated by Vて-form　いました。","lesson-28-sentence sentence"
"Mr. Suzuki can play the piano, sing, and dance.","<ruby>鈴木<rp>(</rp><rt>すずき</rt><rp>)</rp></ruby>さんはピアノも<ruby>弾<rp>(</rp><rt>はじ</rt><rp>)</rp></ruby>けるし、<ruby>歌<rp>(</rp><rt>うた</rt><rp>)</rp></ruby>も<ruby>歌<rp>(</rp><rt>うた</rt><rp>)</rp></ruby>えるし、ダンスもできます。","<table><tr><td class=""syntax-component"">Plain form</td><td class=""syntax-component"">し、</td><td class=""syntax-component"">Plain form</td><td class=""syntax-component"">し、〜</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This pattern is used when mentioning two or more similar things one after the other about the topic. In the following example, the things mentioned are similar because they are accomplishments.","lesson-28-sentence sentence"
"Mr. Tanaka is serious, speaks good Chinese, and also has experience.","<ruby>田中<rp>(</rp><rt>たなか</rt><rp>)</rp></ruby>さんは<ruby>真面目<rp>(</rp><rt>まじめ</rt><rp>)</rp></ruby>だし、<ruby>中国<rp>(</rp><rt>ちゅうごく</rt><rp>)</rp></ruby><ruby>語<rp>(</rp><rt>ご</rt><rp>)</rp></ruby>も<ruby>上手<rp>(</rp><rt>じょうず</rt><rp>)</rp></ruby>だし、それに<ruby>経験<rp>(</rp><rt>けいけん</rt><rp>)</rp></ruby>もあります。","<table><tr><td class=""syntax-component"">Plain form</td><td class=""syntax-component"">し、</td><td class=""syntax-component"">Plain form</td><td class=""syntax-component"">し、〜</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This pattern is used when mentioning two or more similar things one after the other about the topic. In the following example, the things mentioned are similar because they are accomplishments.","lesson-28-sentence sentence"
"The prices are low here and the fish is fresh, so I often come here to eat.","ここは<ruby>値段<rp>(</rp><rt>ねだん</rt><rp>)</rp></ruby>も<ruby>安<rp>(</rp><rt>やす</rt><rp>)</rp></ruby>いし、<ruby>魚<rp>(</rp><rt>さかな</rt><rp>)</rp></ruby>も<ruby>新<rp>(</rp><rt>あたら</rt><rp>)</rp></ruby>しいし、よく<ruby>食<rp>(</rp><rt>た</rt><rp>)</rp></ruby>べにきます。","<table><tr><td class=""syntax-component"">Plain form</td><td class=""syntax-component"">し、</td><td class=""syntax-component"">Plain form</td><td class=""syntax-component"">し、〜</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This sentence pattern can also be used when the 〜し、〜し part gives the reasons for what follows. The conclusion may be omitted if it is obvious. The final し may also be replaced with から in its 'because' sense.","lesson-28-sentence sentence"
"Because the stories are interesting and I like the music.","<ruby>話<rp>(</rp><rt>はなし</rt><rp>)</rp></ruby>も<ruby>面白<rp>(</rp><rt>おもしろ</rt><rp>)</rp></ruby>いし、<ruby>音楽<rp>(</rp><rt>おんがく</rt><rp>)</rp></ruby>も<ruby>素敵<rp>(</rp><rt>すてき</rt><rp>)</rp></ruby>ですから。","<table><tr><td class=""syntax-component"">Plain form</td><td class=""syntax-component"">し、</td><td class=""syntax-component"">Plain form</td><td class=""syntax-component"">し、〜</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This sentence pattern can also be used when the 〜し、〜し part gives the reasons for what follows. The conclusion may be omitted if it is obvious. The final し may also be replaced with から in its 'because' sense.","lesson-28-sentence sentence"
"I want to be a novelist, so now I'm writing a novel and working part-time while doing so.","<ruby>将来<rp>(</rp><rt>しょうらい</rt><rp>)</rp></ruby><ruby>小説<rp>(</rp><rt>しょうせつ</rt><rp>)</rp></ruby><ruby>家<rp>(</rp><rt>か</rt><rp>)</rp></ruby>になりたいです。それで<ruby>今<rp>(</rp><rt>いま</rt><rp>)</rp></ruby>はアルバイトをしながら<ruby>小説<rp>(</rp><rt>しょうせつ</rt><rp>)</rp></ruby>を<ruby>書<rp>(</rp><rt>か</rt><rp>)</rp></ruby>いています。","<table><tr><td class=""syntax-component"">それで</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","The sense is ""because of this,"". それで indicates that what is about to be said follows from what has just been said.","lesson-28-sentence sentence"
"I don't listen to music when I'm studying.","<ruby>勉強<rp>(</rp><rt>べんきょう</rt><rp>)</rp></ruby>するときは、<ruby>音楽<rp>(</rp><rt>おんがく</rt><rp>)</rp></ruby>を<ruby>聞<rp>(</rp><rt>き</rt><rp>)</rp></ruby>きません。","<table><tr><td class=""syntax-component"">〜とき</td><td class=""syntax-component"">\+</td><td class=""syntax-component"">particle</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","Since the とき explained in lesson 23 is a noun, it can be used with a particle appended to it.","lesson-28-sentence sentence"
"The window is broken.","<ruby>窓<rp>(</rp><rt>まど</rt><rp>)</rp></ruby>が<ruby>割<rp>(</rp><rt>わ</rt><rp>)</rp></ruby>れています。","<table><tr><td class=""syntax-component"">Vて-form</td><td class=""syntax-component"">います</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","Another way of using Vて-form います is to show that the state resulting from the action indicated by the verb is still continuing.","lesson-29-sentence sentence"
"The light is on.","<ruby>電気<rp>(</rp><rt>でんき</rt><rp>)</rp></ruby>がついています。","<table><tr><td class=""syntax-component"">Vて-form</td><td class=""syntax-component"">います</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","Another way of using Vて-form います is to show that the state resulting from the action indicated by the verb is still continuing.","lesson-29-sentence sentence"
"I went and lost my passport.","パスポートを<ruby>無<rp>(</rp><rt>な</rt><rp>)</rp></ruby>くしてしまいました。","<table><tr><td class=""syntax-component"">Vて-form</td><td class=""syntax-component"">しまいました</td><td class=""syntax-component"">/</td><td class=""syntax-component"">しまいます</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","〜て しまいました emphasises that anaction has been completed. It may also indicate a feeling of regret or dissapointment. 〜て しまいます indicates that an action will be completed at some point in the future.","lesson-29-sentence sentence"
"Oh dear. We must go to the police box right away.","それは<ruby>大変<rp>(</rp><rt>たいへん</rt><rp>)</rp></ruby>ですね。<ruby>交番<rp>(</rp><rt>こうばん</rt><rp>)</rp></ruby>に<ruby>行<rp>(</rp><rt>い</rt><rp>)</rp></ruby>かないと。","<table><tr><td class=""syntax-component"">N(place)</td><td class=""syntax-component"">に</td><td class=""syntax-component"">行きます</td><td class=""syntax-component"">/</td><td class=""syntax-component"">来ます</td><td class=""syntax-component"">/</td><td class=""syntax-component"">帰ります</td></tr></table>","The particle に (indicating an arrival point) is used instead of the particle へ (indicating a direction). Verbs such as 行きます、来ます、and 帰ります can be used with either particle in this way.","lesson-29-sentence sentence"
"Congratulations (for that thing you just told me)!","それはおめでとうございます。","<table><tr><td class=""syntax-component"">それ</td><td class=""syntax-component"">/</td><td class=""syntax-component"">その</td><td class=""syntax-component"">/</td><td class=""syntax-component"">そう</td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","Lesson 2 demonstrated how to use demonstratives to point to something tangible. The present lesson introduces the use of these to indicate something appearing in speech or writing.","lesson-29-sentence sentence"
"... yes, I will (do that thing you just told me to.)","そう　します","<table><tr><td class=""syntax-component"">それ</td><td class=""syntax-component"">/</td><td class=""syntax-component"">その</td><td class=""syntax-component"">/</td><td class=""syntax-component"">そう</td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","Lesson 2 demonstrated how to use demonstratives to point to something tangible. The present lesson introduces the use of these to indicate something appearing in speech or writing.","lesson-29-sentence sentence"
"Here's your bag!","かばんがありましたよ。","<table><tr><td class=""syntax-component"">ありました</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This can indicate that the speaker has just found something.","lesson-29-sentence sentence"
"Is there a phone around here?","とこかに<ruby>電話<rp>(</rp><rt>でんわ</rt><rp>)</rp></ruby>がありますか。","<table><tr><td class=""syntax-component"">どこかで</td><td class=""syntax-component"">/</td><td class=""syntax-component"">どこかに</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","The particle へ or を after とこか or 何か can be omitted, but the particle で or に cannot.","lesson-29-sentence sentence"
"I've gone and lost my wallet somewhere.","どこかで<ruby>財布<rp>(</rp><rt>さいふ</rt><rp>)</rp></ruby>をなくしてしまいました。","<table><tr><td class=""syntax-component"">どこかで</td><td class=""syntax-component"">/</td><td class=""syntax-component"">どこかに</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","The particle へ or を after とこか or 何か can be omitted, but the particle で or に cannot.","lesson-29-sentence sentence"
"Someone's left a note on the desk.","<ruby>机<rp>(</rp><rt>つくえ</rt><rp>)</rp></ruby>の<ruby>上<rp>(</rp><rt>うえ</rt><rp>)</rp></ruby>にメモが<ruby>置<rp>(</rp><rt>お</rt><rp>)</rp></ruby>いてあります。","N₁ に N₂ が Vて-form あります","This indicates a continuing state resulting from a purposeful action. Transitive verbs are used for this.","lesson-30-sentence sentence"
"Where's the note? [The note is] on the desk.","メモはどこですか。メモは<ruby>机<rp>(</rp><rt>つくえ</rt><rp>)</rp></ruby>の<ruby>上<rp>(</rp><rt>うえ</rt><rp>)</rp></ruby>に<ruby>置<rp>(</rp><rt>お</rt><rp>)</rp></ruby>いてあります。","N₂ は N₁ に Vて-form あります","When N₂ is taken as the topic, it is indicated by the particle は.","lesson-30-sentence sentence"
"I'll buy my tickets before travelling.","<ruby>旅行<rp>(</rp><rt>りょこう</rt><rp>)</rp></ruby>の<ruby>前<rp>(</rp><rt>まえ</rt><rp>)</rp></ruby>に、<ruby>切符<rp>(</rp><rt>きっぷ</rt><rp>)</rp></ruby>を<ruby>買<rp>(</rp><rt>か</rt><rp>)</rp></ruby>っておきます。","<table><tr><td class=""syntax-component"">Vて-form</td><td class=""syntax-component"">おきます</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This can indicate that a neccessary action or behavior is to be performed by a certain time.","lesson-30-sentence sentence"
"Please read these documents (before the meeting)","この<ruby>資料<rp>(</rp><rt>しりょう</rt><rp>)</rp></ruby>を<ruby>読<rp>(</rp><rt>よ</rt><rp>)</rp></ruby>んでおいてください。","<table><tr><td class=""syntax-component"">Vて-form</td><td class=""syntax-component"">おきます</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","This can indicate that a neccessary action or behavior is to be performed by a certain time.","lesson-30-sentence sentence"
"When you've finished using the scissors, please put them back where they were.","ハサミを<ruby>使<rp>(</rp><rt>つか</rt><rp>)</rp></ruby>ったら、<ruby>元<rp>(</rp><rt>もと</rt><rp>)</rp></ruby>のところに<ruby>戻<rp>(</rp><rt>もど</rt><rp>)</rp></ruby>しておいてください。","<table><tr><td class=""syntax-component"">Vて-form</td><td class=""syntax-component"">おきます</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","It can indicate taking some temporary measures or completing a necessary action in preparation for the next time one uses something.","lesson-30-sentence sentence"
"There's a meeting here tomorrow, so please leave the chairs as they are.","<ruby>明日<rp>(</rp><rt>あした</rt><rp>)</rp></ruby><ruby>会議<rp>(</rp><rt>かいぎ</rt><rp>)</rp></ruby>がありますから、いすはこのままにしておいてください。","<table><tr><td class=""syntax-component"">Vて-form</td><td class=""syntax-component"">おきます</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","It indicates keeping a resultant state as it is.","lesson-30-sentence sentence"
"Please leave it there.","そこに<ruby>置<rp>(</rp><rt>お</rt><rp>)</rp></ruby>いておいてください。","<table><tr><td class=""syntax-component"">Vて-form</td><td class=""syntax-component"">おきます</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","It indicates keeping a resultant state as it is.","lesson-30-sentence sentence"
"It's still raining","まだ<ruby>雨<rp>(</rp><rt>あめ</rt><rp>)</rp></ruby>が<ruby>降<rp>(</rp><rt>ふ</rt><rp>)</rp></ruby>っています。","<table><tr><td class=""syntax-component"">まだ</td><td class=""syntax-component"">\+</td><td class=""syntax-component"">affirmative</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">とか</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","","lesson-30-sentence sentence"
"I'm still using (them), please leave them where they are.","まだ<ruby>使<rp>(</rp><rt>つか</rt><rp>)</rp></ruby>っていますから、そのままにしておいてください。","<table><tr><td class=""syntax-component"">まだ</td><td class=""syntax-component"">\+</td><td class=""syntax-component"">affirmative</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr><tr><td class=""syntax-component"">とか</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","","lesson-30-sentence sentence"
"There are various other things as well.","ほかにもいろいろあります。","<table><tr><td class=""syntax-component"">Particle</td><td class=""syntax-component"">\+</td><td class=""syntax-component"">も</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","When も is attached to a noun to which が or を is already attached, it replaces these. When another particle (such as に, で, から, まで, or と) is already attached to the noun, that particle is left in place and も is appended to it. If the other particle is へ, then the も may either replace it or be appended to it.","lesson-30-sentence sentence"
"I'm not going anywhere.","どこ[へ]も<ruby>行<rp>(</rp><rt>い</rt><rp>)</rp></ruby>きません。","<table><tr><td class=""syntax-component"">Particle</td><td class=""syntax-component"">\+</td><td class=""syntax-component"">も</td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td><td class=""syntax-component""></td></tr></table>","When も is attached to a noun to which が or を is already attached, it replaces these. When another particle (such as に, で, から, まで, or と) is already attached to the noun, that particle is left in place and も is appended to it. If the other particle is へ, then the も may either replace it or be appended to it.","lesson-30-sentence sentence"
"...yes, let's take a break (volitional)","うん、<ruby>休<rp>(</rp><rt>やす</rt><rp>)</rp></ruby>もう。","","In plain-style sentences as the plain form of 〜ましょう","lesson-31-sentence sentence"
"May I help? (volitional)","<ruby>手伝<rp>(</rp><rt>てつだ</rt><rp>)</rp></ruby>おうか。","","In plain-style sentences as the plain form of 〜ましょう","lesson-31-sentence sentence"
"I'm thinking of going to the ocean on the weekend.","<ruby>週末<rp>(</rp><rt>しゅうまつ</rt><rp>)</rp></ruby>は<ruby>海<rp>(</rp><rt>うみ</rt><rp>)</rp></ruby>へ<ruby>行<rp>(</rp><rt>い</rt><rp>)</rp></ruby>こうと<ruby>思<rp>(</rp><rt>おも</rt><rp>)</rp></ruby>っています。","V volitional-form と思っています","Convey the speaker's intention to the listener.","lesson-31-sentence sentence"
"I think I'll go to the bank now.","<ruby>今<rp>(</rp><rt>いま</rt><rp>)</rp></ruby>から<ruby>銀行<rp>(</rp><rt>ぎんこう</rt><rp>)</rp></ruby>へ<ruby>行<rp>(</rp><rt>い</rt><rp>)</rp></ruby>こうと<ruby>思<rp>(</rp><rt>おも</rt><rp>)</rp></ruby>います。","V volitional-form と思っています","Convey the speaker's intention to the listener.","lesson-31-sentence sentence"
"He's thinking of setting up a school.","<ruby>彼<rp>(</rp><rt>かれ</rt><rp>)</rp></ruby>は<ruby>学校<rp>(</rp><rt>がっこう</rt><rp>)</rp></ruby>を<ruby>作<rp>(</rp><rt>つく</rt><rp>)</rp></ruby>ろうと<ruby>思<rp>(</rp><rt>おも</rt><rp>)</rp></ruby>っています。","V volitional-form と思っています","Convey the speaker's intention to the listener.","lesson-31-sentence sentence"
