"kanji-key-様","様","N4","3-2","","Formal Name Title","Meaning mem:<br/>A sheep in the water by a tree has the formal name title of Sir Wilburt Coddington III. When he’s not in his castle, Sir Wilburt Coddington III enjoys playing in water and by trees. He’s a royal sheep. This can also mean manner, as in ""manner"" of doing things. Someone who has a formal name title has a different manner of doing things. HINTS Picture how Sir Wilburt Coddington III obtained his formal name title. He must have done some pretty amazing things, even for a sheep. Just imagine the feats he must have accomplished.<br/><br/>Reading mem:<br/>This sheep with the formal name title of Sir Wilburt Coddington III only likes to play outside in the water during the summer (さま). Summer is the best season for this fancy sheep. The other seasons just can’t compare. HINTS Imagine playing in the water in the summer. It’s crazy hot outside in the summer, so going in the water feels nice. Imagine the coolness of the refreshing water around your body.<br/><br/>Readings:<br/>On’yomi よう Kun’yomi さま Nanori None<br/><br/>Radicals:<br/>木 Tree 羊 Sheep 水 Water","おきゃくさま<br/>おつかれさま<br/>ようす","お客様<br/>おかつれ様<br/>様子","kanji-writing-N4-3-2"
"kanji-key-主","主","N4","3-2","","Master","Meaning mem:<br/>The radical master and the kanji master have the same meanings! This kanji also means main because the master is the main person of a dojo or household or business.<br/><br/>Reading mem:<br/>Do you remember back to the radical mnemonic, where the master is floating a water drop above his head? Imagine back to there. Once you do, the most amazing thing happens. The master sends the drop of water into a chute (しゅ) and it goes careening through an intricate series of them. HINTS Picture this master of water controlling the droplet as it flies around inside these chutes, like he's solving a difficult puzzle with it. Astounding!<br/><br/>Readings:<br/>On’yomi しゅ Kun’yomi おも, ぬし Nanori None<br/><br/>Radicals:<br/>主 Master","もちぬし<br/>ごしゅじん<br/>おもに<br/>おもな<br/>しゅじんこう","もち主<br/>ご主人<br/>主に<br/>主な<br/>主人公","kanji-writing-N4-3-2"
"kanji-key-番","番","N4","3-2","","Number In A Series","Meaning mem:<br/>You have to sickle the rice paddy today because it's your turn. This kanji also means number in a series, which is a lot like a turn. For example, you're number 3, so your turn will be number 3. HINTS Go through in your mind the system your farm / village uses for deciding who has to sickle on any given day. It rotates, and it's a turn-based system. So, do you all stand in a line? Is there a calendar? Come up with something interesting, focusing on your turn in the process you come up with. It will be helpful to remember both the ""number in a series"" and ""turn"" meanings for the vocab coming up in the future.<br/><br/>Reading mem:<br/>This turn-based rice sickle system is a contest as well! But, you are disappointed to find out that you have been banned from the game because of the performance enhancing steroids you've been taking. HINTS Try to feel disappointed by this. Strange thing to feel disappointed by, but you were a great sickler. You were going to win the great prize, too (come up with something huge!), but now you're banned for the season.<br/><br/>Readings:<br/>On’yomi ばん Kun’yomi None Nanori None<br/><br/>Radicals:<br/>釆 Sickle 田 Rice Paddy","いちばん<br/>こうばん<br/>とうばん<br/>ばんち<br/>なんばん","一番<br/>交番<br/>当番<br/>番地<br/>何番","kanji-writing-N4-3-2"
"kanji-key-地","地","N4","3-2","","Earth","Meaning mem:<br/>A dirt alligator lives in the earth, not the water. They can swim through the earth itself! Which is pretty scary. You can think of this word as ground too, because that's kind of what earth is made of. HINTS Imagine seeing the earth moving as a dirt alligator rises out from the ground. You should run.<br/><br/>Reading mem:<br/>The only way to keep this dirt alligator from dragging you under the earth and eating you is to feed it cheese (ち). That way it won't lead you to a horrific death under the earth by dragging you under and spinning you around until you eat dirt (literally). HINTS If you ever see someone throwing cheese on the ground, now you know why. They aren't crazy, they're saving us humans from what's lurking under the earth.<br/><br/>Readings:<br/>On’yomi ち, じ Kun’yomi None Nanori None<br/><br/>Radicals:<br/>土 Dirt 也 Alligator","じみ<br/>ちめい<br/>ばんち<br/>ちじょう<br/>ちず","地味<br/>地名<br/>番地<br/>地上<br/>地図","kanji-writing-N4-3-2"
"kanji-key-号","号","N4","3-2","","Number","Meaning mem:<br/>There's a mouth in the ground (in our case, it's a hatch), and inside is some kind of prison you can't quite get to. If you've ever seen Lost, this will sound familiar... on the hatch, there's actually a series of numbers that you don't understand. HINTS What are these numbers? What do they mean? Think over it for a while, get frustrated, and try to figure it out. You can't, though, so you probably won't ever get inside.<br/><br/>Reading mem:<br/>""You want to know the number to the hatch?"" yells an old voice from inside. You say ""yes,"" and the voice gives you the numbers and you're in! You go down into the prison, where there is one prisoner: Grandpa Koichi (ごういち). Note: For ごう reading mnemonics, we use ごういち (grandpa Koichi) because こういち is used for the こう reading. こう becomes ごう becomes ""grandpa ごういち."" HINTS ごういち keeps saying numbers as you free him from the prison. Just one after another. Numbers numbers numbers. Hopefully old man ごういち isn't crazy.<br/><br/>Readings:<br/>On’yomi ごう Kun’yomi None Nanori None<br/><br/>Radicals:<br/>口 Mouth 一 Ground 勹 Prison","でんわばんごう<br/>ごうしつ<br/>ごがつごう<br/>ごうがい<br/>しんごう","電話番号<br/>号室<br/>５月号<br/>号外<br/>しん号","kanji-writing-N4-3-2"
"kanji-key-京","京","N4","3-3","","Capital","Meaning mem:<br/>There is a lid covering all the mouths that are too small to feed themselves, forming the capital. All of the small mouths come together and create a place where everyone can support each other. HINTS Picture the capital of your country. How many mouths have come together to support each other there? A thousand? A million? More?!<br/><br/>Reading mem:<br/>To remember the reading きょう we use the Japanese city, Kyoto, which is spelled きょうと. It was once the capital of Japan! It was soooo full of mouths that came together that it was the capital for a long, long time. HINTS When you think of the capital, think of きょうと!<br/><br/>Readings:<br/>On’yomi きょう Kun’yomi みやこ Nanori None<br/><br/>Radicals:<br/>亠 Lid 口 Mouth 小 Small","とうきょう<br/>けいひん<br/>じょうきょう<br/>とうきょうと<br/>きょうと","東京<br/>京ひん<br/>上京<br/>東京都<br/>京都","kanji-writing-N4-3-3"
"kanji-key-都","都","N4","3-3","","Metropolis","Meaning mem:<br/>Someone decided to build a bunch of buildings and turn them into a metropolis. You don't know who they are, but now an absolute ton of other someones you don't know also live here in these buildings and work in this busy metropolis. HINTS Imagine just how many different someones live in this metropolis. There are so many people, you'll never meet them all!<br/><br/>Reading mem:<br/>You try to picture the faces of all the people who live in this metropolis, but for some reason you can only picture their toes (と). And there are ten times as many toes in this city than someones. HINTS If you think about it, every metropolis is completely jam-packed-full of toes. Just picture it. Toes. Everywhere. In every building. Filling up the streets.<br/><br/>Readings:<br/>On’yomi と, つ Kun’yomi みやこ Nanori None<br/><br/>Radicals:<br/>者 Someone 阝 Building","とうきょうと<br/>しゅと<br/>とかい<br/>きょうと<br/>とない","東京都<br/>しゅ都<br/>都会<br/>京都<br/>都内","kanji-writing-N4-3-3"
"kanji-key-道","道","N4","3-3","","Road","Meaning mem:<br/>Aim the scooter's neck at the road! Scooters are only meant for driving on streets and paths, and if you go the wrong way, you'll probably break your own neck! HINTS Imagine riding your scooter down the road. You're carefully aiming the scooter's neck the right way so you don't end up going out of control and dying.<br/><br/>Reading mem:<br/>To remember the reading どう we use the word ""doughnut."" You're traveling down this road so fast that you don't see the giant doughnut (どう) that's rolling toward you until the last minute. You crash into it, and both you and the doughnut go tumbling down. Ahg, your neck! HINTS Alternate ending: You do a sweet jump, go right through the doughnut hole, take a bite, and land safely back onto the road!<br/><br/>Readings:<br/>On’yomi どう Kun’yomi みち Nanori None<br/><br/>Radicals:<br/> Scooter 首 Neck","みち<br/>ほっかいどう<br/>どうろ<br/>どうぐ<br/>いっといちどうにふよんじゅうさんけん","道<br/>北海道<br/>道ろ<br/>道ぐ<br/>一都一道二府四十三県","kanji-writing-N4-3-3"
"kanji-key-府","府","N4","3-3","","Government","Meaning mem:<br/>A canopy attaching your entire country is the government. They loom over you all and try to keep you all organized and together under their control. HINTS Picture a map of the world with actual canopies attached to each government, representing the ruling governments of each place.<br/><br/>Reading mem:<br/>Try to get out from under this government canopy and you'll be labeled a fool (ふ). Unless... you can fool them! HINTS Think of all the people who've been labeled as fools by the government because they try to detach themselves from under their reach. It's a pretty long list...<br/><br/>Readings:<br/>On’yomi ふ Kun’yomi None Nanori None<br/><br/>Radicals:<br/>广 Canopy 付 Attach","おおさかふ<br/>きょうとふ<br/>いっといちどうにふよんじゅうさんけん","大阪府<br/>京都府<br/>一都一道二府四十三県","kanji-writing-N4-3-3"
"kanji-key-県","県","N4","3-3","","Prefecture","Meaning mem:<br/>The eye of a small lion gazes upon the prefecture that will one day become his. He’s a small lion prince, but once he grows up, everything reflected in his eye will be his prefecture to rule over. HINTS You remember the old classic movie about the white lion and his prefecture. No? Oh, you're thinking of that big studio knock off. That's okay, whatever makes you remember the laws of prefectural rule.<br/><br/>Reading mem:<br/>This small lion's prefecture is being protected by Ken (けん) the samurai because the lion is too small to protect all of this land himself. Ken the samurai is used to wandering far and wide, so one, eye-sized prefecture is nothing to him. HINTS Picture Ken protecting the prefecture, punching hyenas in the face, and yelling, ""This may just be a prefecture, not a country, but I'll give it my all for my lion king!""<br/><br/>Readings:<br/>On’yomi けん Kun’yomi None Nanori None<br/><br/>Radicals:<br/>目 Eye L Lion 小 Small","けん<br/>やまぐちけん<br/>いわてけん<br/>あおもりけん<br/>いっといちどうにふよんじゅうさんけん","県<br/>山口県<br/>岩手県<br/>青森県<br/>一都一道二府四十三県","kanji-writing-N4-3-3"
"kanji-key-市","市","N4","3-3","","City","Meaning mem:<br/>You lift the lid off a manhole and there's a towel with the name of a city on it. HINTS Picture this towel with the name of a city on it. Any city you like. Maybe it's your city!<br/><br/>Reading mem:<br/>This city must have a lot of sheep (し) because there is a sheep monogram on the towel. It's the sheep city. HINTS Imagine a city that has a sheep for its mascot. This city was built on sheep, don't you say a bad word about sheep when you're there.<br/><br/>Readings:<br/>On’yomi し Kun’yomi いち Nanori None<br/><br/>Radicals:<br/>亠 Lid 巾 Towel","しちょう<br/>あさいち<br/>しやくしょ<br/>いちば<br/>しない","市長<br/>朝市<br/>市やく所<br/>市場<br/>市内","kanji-writing-N4-3-3"
"kanji-key-区","区","N4","3-3","","District","Meaning mem:<br/>This cage with treasure in it is actually a map of the district the treasure is in. HINTS Picture a big pirate map, and on it are a bunch of these markers for the districts where you can find the treasures you've been searching for.<br/><br/>Reading mem:<br/>There is one district you're interested in, and that's the cookie (く) district. HINTS The treasure of the cookie district is cookies, which you want. And to be fair, even if you weren't a pirate, you'd probably want those cookies.<br/><br/>Readings:<br/>On’yomi く Kun’yomi None Nanori None<br/><br/>Radicals:<br/>匚 Cage メ Treasure","く<br/>くない<br/>くちょう","区<br/>区内<br/>区長","kanji-writing-N4-3-3"
"kanji-key-村","村","N4","3-3","","Village","Meaning mem:<br/>Someone’s taking measurements of the trees… Why is someone taking measurements of trees? These people are planning to take the trees and cut them down to make their village. HINTS There is a whole group of people out there who are measuring these trees. Imagine them asking each other “do you think this will be a good tree for our village center?” and other people nodding in agreement or disagreement as they measure.<br/><br/>Reading mem:<br/>They take all the wood back to where they're building their village and once they construct the village center they paint a mural (むら) on the side of it. The mural is of the forest where they got the tree from so they remember the building's origins. HINTS Look at the mural on the side of this newly constructed village center. So many trees! Visualize the whole process as the tree becomes a building as you gaze and reflect on the message of the mural.<br/><br/>Readings:<br/>On’yomi そん Kun’yomi むら Nanori None<br/><br/>Radicals:<br/>木 Tree 寸 Measurement","むら<br/>しちょうそん","村<br/>市町村","kanji-writing-N4-3-3"
"kanji-key-毎","毎","N4","4-1","","Every","Meaning mem:<br/>You see some windows... you have a gun. What do you think you're going to do with this gun? Of course, you're going to shoot the windows... every single one of them. HINTS Make a point to make sure you get every one, and don't miss any of them. Actually search around in your imagination for any more windows, because you want to stress it's important you hit every one.<br/><br/>Reading mem:<br/>Now that every single window is broken you feel pretty stupid because a bunch of mice (まい) come pouring in through them. You've made a way for them to get into your house. That wasn't smart. HINTS Now you need to shoot every one of the mice that came through those broken windows. You can't let any survive. You have to get every last one out of here!!<br/><br/>Readings:<br/>On’yomi まい Kun’yomi ごと Nanori None<br/><br/>Radicals:<br/> Gun 毋 Window","まいにち<br/>まいとし<br/>まいしゅう<br/>まいかい","毎日<br/>毎年<br/>毎週<br/>毎回","kanji-writing-N4-4-1"
"kanji-key-週","週","N4","4-1","","Week","Meaning mem:<br/>Use a scooter to travel the circumference of the world and it will take you a full week. Seven whole days! HINTS A week in earth time is also known as a ""full scoot"" in scooter lingo. ;)<br/><br/>Reading mem:<br/>If you want to scoot for a week, you'll need shoes. Good shoes too, not sandals or high heels or boots. Solid, high quality shoes, so you don't fall off the scooter and hurt yourself. HINTS You can't ride a scooter for a week barefoot, are you nuts?! Get some shoes!<br/><br/>Readings:<br/>On’yomi しゅう Kun’yomi None Nanori None<br/><br/>Radicals:<br/> Scooter 周 Circumference","まいしゅう<br/>いっしゅうかん<br/>しゅうまつ<br/>しゅうきゅう<br/>らいしゅう","毎週<br/>一週間<br/>週まつ<br/>週休<br/>来週","kanji-writing-N4-4-1"
"kanji-key-映","映","N4","4-1","","Reflect","Meaning mem:<br/>The sun in the center of the sky gives off its light, which reflects off of everything around it. HINTS Look around you, everything you see is reflecting the light of the sun. Unless it's night time, then the tiny sun in the center of your lightbulb is creating the light that reflects there.<br/><br/>Reading mem:<br/>This reflected light is important for acorns (えい), in particular. Without light reflecting off everything, the sun's light would never make it down to the ground where they've fallen. They would never grow into trees. And we'd all suffocate. HINTS Picture the light of the sun reflecting off a single acorn on the forest floor. So much symbolism!<br/><br/>Readings:<br/>On’yomi えい Kun’yomi うつ, は Nanori None<br/><br/>Radicals:<br/>日 Sun 央 Center","うつる<br/>えいが<br/>えいがかん","映る<br/>映画<br/>映画館","kanji-writing-N4-4-1"
"kanji-key-画","画","N4","4-1","","Drawing","Meaning mem:<br/>There's a close-up of a leaf in a rice paddy inside of a box. Wait, it's not a box, this whole thing is just a drawing. HINTS Look closely at this box-shaped drawing. See each little stroke, smell the paper and the lead.<br/><br/>Reading mem:<br/>The drawing seems to have something else in the rice paddy, behind the leaf. You realize the drawing is actually of a gargoyle (が) and a cock (かく). You see the cock sitting on top of the gargoyle, crowing into the sky. HINTS Picture the entire drawing. There's a cock sitting on a gargoyle, watching over this rice paddy. It's actually quite beautiful and idyllic.<br/><br/>Readings:<br/>On’yomi が, かく Kun’yomi None Nanori None<br/><br/>Radicals:<br/> Leaf 田 Rice Paddy 凵 Box","えいが<br/>がか<br/>けいかく<br/>がめん<br/>まんが","映画<br/>画家<br/>けい画<br/>画めん<br/>まん画","kanji-writing-N4-4-1"
"kanji-key-図","図","N4","4-1","","Diagram","Meaning mem:<br/>The treasures are in the mouth where there’s ice. How cryptic! You want to find the treasure, that’s for sure (treasure is great!). It is somewhere where there is ice, so maybe the arctic? What you are looking at is a diagram which will guide you there. HINTS Imagine looking at a diagram or map – and it has pictures of treasure in an area where ice is. This is where you will find the mystical treasure. This diagram will show the way. You're so excited that you found this map!<br/><br/>Reading mem:<br/>What will you do when you find these treasures that are shown on the diagram? Well, you get there, and you find that the treasure is actually a wooly mammoth! What will you do with this wooly mammoth? You grab it and put it in your zoo (ず). HINTS Imagine dragging a wooly mammoth back with you to the town or city you live in, then throwing it in a zoo to be kept. People are quite amazed by this mystical creature you’ve found, though, which is pretty cool.<br/><br/>Readings:<br/>On’yomi ず, と Kun’yomi え, はか Nanori None<br/><br/>Radicals:<br/>口 Mouth メ Treasure 冫 Ice","ちず<br/>ずがこうさく<br/>としょかん<br/>ずかん","地図<br/>図画工作<br/>図書館<br/>図かん","kanji-writing-N4-4-1"
"kanji-key-館","館","N4","4-1","","Public Building","Meaning mem:<br/>Eating on this roof is a bear, which is how you know this is a public building. The law says that all bears are allowed to eat on the roofs of public buildings. In Japan at least, I don't know where bears are supposed to eat in wherever you're from. HINTS Picture a public building, like a museum or a library, and look at the roof. There's a bear eating up there! And it's smiling and waving to you!<br/><br/>Reading mem:<br/>All public buildings must serve bear needs thanks to the monumental law passed by Genghis Khan (かん). Genghis Khan knew that bears weren't treated well by humans, so he made sure all public buildings were at least partially bear accessible. HINTS The next time you see a public building, think, ""Thank you Genghis Khan."" Because of him bears are free to go up to the roof and eat whatever they please whenever they please.<br/><br/>Readings:<br/>On’yomi かん Kun’yomi None Nanori None<br/><br/>Radicals:<br/>食 Eat 宀 Roof Bear","としょかん<br/>えいがかん<br/>たいしかん<br/>りょかん<br/>はくぶつかん","図書館<br/>映画館<br/>大使館<br/>りょ館<br/>はく物館","kanji-writing-N4-4-1"
"kanji-key-公","公","N4","4-1","","Public","Meaning mem:<br/>You have fins in private. But, you want the world to see them, so you take them public. HINTS Picture yourself in private, with fins. You wish others could see them. ""That's it,"" you decide. ""It's time to show the world. I'm going to make my fins public!""<br/><br/>Reading mem:<br/>You head out into the public where everyone can see your fins, but... things have changed. All people are the same. There are thousands of こういちs walking around, and they all stare at you (though they pretend like they aren't). HINTS Remember, whenever we see the reading こう, think of こういち, a founder of WaniKani. We'll keep it consistent, so over time you should develop a character around こういち that you learn to love or hate. How long have you been hiding in private with your fins? The public areas have changed, and all the people have become こういちs. One mother こういち--pushing a baby こういち--looks up and stares at your fins. Now you remember why you never go out in public.<br/><br/>Readings:<br/>On’yomi こう Kun’yomi None Nanori None<br/><br/>Radicals:<br/>ハ Fins ム Private","おおやけ<br/>こうりつ<br/>こうし<br/>しゅじんこう<br/>こうえん","公<br/>公立<br/>公私<br/>主人公<br/>公園","kanji-writing-N4-4-1"
"kanji-key-園","園","N4","4-1","","Garden","Meaning mem:<br/>You examine the mouth of a zombie and find a small garden in there. There are even benches... it looks like a park. HINTS Zombies are dead, so I guess their mouths have all the things garden plants crave. Their mouths are like compost piles, if you think about it.<br/><br/>Reading mem:<br/>You look closer at the garden and suddenly everything ends (えん). HINTS Oh. The zombie probably bit down on your head and now it's the end for you. At least you were looking at a nice garden at the end of it all...<br/><br/>Readings:<br/>On’yomi えん Kun’yomi その Nanori None<br/><br/>Radicals:<br/>口 Mouth Zombie","こうえん<br/>どうぶつえん<br/>ゆうえんち<br/>ようちえん","公園<br/>どう物園<br/>ゆう園地<br/>ようち園","kanji-writing-N4-4-1"
"kanji-key-夫","夫","N4","4-2","","Husband","Meaning mem:<br/>The husband radical and the husband kanji are the same. How useful, unlike some husbands, I'd imagine.<br/><br/>Reading mem:<br/>What do all husbands love? Food (ふう)! Can you hear your future husband? He’s saying,” Fooooood! FOOOOOD!” like some kind of food craving zombie. HINTS Husbands love eating food. Who doesn’t though, really?<br/><br/>Readings:<br/>On’yomi ふう, ふ Kun’yomi おっと Nanori None<br/><br/>Radicals:<br/>夫 Husband","おっと<br/>ふさい<br/>ふうふ<br/>田中ふさい<br/>ふじん","夫<br/>夫妻<br/>夫ふ<br/>田中夫妻<br/>夫人","kanji-writing-N4-4-2"
"kanji-key-妻","妻","N4","4-2","","Wife","Meaning mem:<br/>On the ground, holding a brush, is the woman you call your wife. HINTS You're standing above your wife, trying to figure out what she's making with her brush on the ground. If you have a real wife in real life, picture her doing this right now.<br/><br/>Reading mem:<br/>Your wife is drawing your cyborg (さい) on the ground. Oh no... now your wife is making kissy faces at the cyborg drawing. HINTS Okay, so your wife may be in love with the cyborg monstrosity you created a while ago. This could become a problem.<br/><br/>Readings:<br/>On’yomi さい Kun’yomi つま Nanori None<br/><br/>Radicals:<br/>一 Ground 聿 Brush 女 Woman","ふさい<br/>つま<br/>あいさいか<br/>田中ふさい<br/>さいし","夫妻<br/>妻<br/>愛妻家<br/>田中夫妻<br/>妻子","kanji-writing-N4-4-2"
